Region,Product,Sales,Units,Month,Year
Northeast,Laptop,79454,99,July,2024
Southwest,Mouse,2425,78,November,2022
Northeast,Printer,23659,76,December,2024
West,Tablet,22990,76,July,2024
Southeast,Speaker,20469,99,August,2022
Southeast,Tablet,24285,78,September,2023
South,Monitor,22890,90,February,2022
Northwest,Tablet,5191,17,January,2024
East,Tablet,13557,44,February,2024
East,Laptop,83902,104,July,2023
North,Webcam,4192,42,June,2024
East,Phone,43991,87,February,2022
Northwest,Webcam,6607,72,June,2022
Southwest,Printer,20160,65,June,2024
Southwest,Mouse,2244,60,January,2024
Midwest,Mouse,1421,42,July,2022
Northeast,Monitor,6977,26,August,2024
Midwest,Laptop,87513,109,February,2022
Midwest,Speaker,5440,23,August,2023
East,Monitor,21802,86,April,2024
Northwest,Webcam,4027,38,September,2022
North,Printer,15583,50,July,2023
Midwest,Laptop,43082,53,July,2022
Southeast,Headphones,10704,71,December,2022
South,Tablet,30926,101,December,2022
Central,Mouse,2292,68,December,2023
South,Webcam,8195,81,December,2023
Southeast,Tablet,7661,23,March,2023
South,Webcam,10516,106,March,2023
East,Printer,22927,76,October,2023
West,Speaker,4025,16,March,2023
South,Headphones,14716,98,September,2024
Northwest,Printer,31159,103,December,2023
Southeast,Laptop,40888,51,March,2024
Midwest,Webcam,7503,75,July,2023
Northwest,Headphones,17212,109,May,2024
Southeast,Tablet,29074,96,September,2023
West,Mouse,2325,47,August,2023
Southeast,Webcam,6657,70,October,2024
Northeast,Webcam,5575,57,July,2023
Central,Phone,23705,46,April,2023
Central,Monitor,14209,53,January,2024
Central,Laptop,79598,99,February,2024
West,Tablet,22194,71,February,2022
Midwest,Laptop,8890,11,June,2023
Central,Printer,5484,15,May,2022
East,Headphones,14205,91,March,2024
Central,Keyboard,5054,62,February,2024
Southwest,Monitor,20911,83,January,2022
West,Webcam,5631,55,June,2022
Southeast,Mouse,4210,109,September,2024
Southwest,Speaker,20409,98,July,2023
Midwest,Mouse,1859,46,February,2022
Midwest,Mouse,1252,29,March,2022
Southeast,Laptop,85211,106,August,2023
Northwest,Monitor,11758,46,June,2022
North,Printer,28468,92,July,2023
East,Laptop,67695,84,October,2023
North,Printer,22751,73,April,2024
North,Tablet,12900,42,February,2024
East,Headphones,4094,25,February,2023
Southwest,Monitor,14295,56,January,2023
West,Tablet,21512,71,April,2022
Northwest,Tablet,25381,83,August,2022
Southeast,Webcam,3101,26,September,2024
Northeast,Laptop,68023,84,October,2024
West,Phone,54977,108,July,2022
Midwest,Keyboard,7718,91,November,2024
Midwest,Keyboard,4840,55,January,2022
Central,Webcam,6180,58,March,2022
Southeast,Tablet,21899,70,January,2024
East,Monitor,10158,40,October,2022
North,Tablet,18031,58,August,2022
North,Headphones,10559,67,January,2023
West,Monitor,3552,12,December,2024
Southwest,Monitor,10348,39,January,2022
Midwest,Phone,15761,30,April,2023
Northwest,Monitor,9788,36,February,2023
East,Keyboard,1526,16,April,2024
Midwest,Monitor,26380,103,March,2023
Southeast,Monitor,23834,94,March,2023
Northwest,Monitor,8972,34,July,2022
South,Tablet,32516,106,July,2022
Central,Phone,7918,15,May,2023
Northeast,Speaker,8331,41,December,2022
Southwest,Phone,46462,92,November,2022
Northeast,Mouse,2007,61,December,2022
North,Speaker,19775,96,March,2023
Southwest,Keyboard,4578,53,December,2024
South,Headphones,12936,86,April,2023
Central,Headphones,6842,39,December,2023
Southeast,Headphones,6198,35,May,2024
East,Keyboard,5710,59,February,2024
Midwest,Speaker,19132,91,July,2022
Southwest,Monitor,5910,22,May,2023
Southeast,Laptop,39370,49,June,2024
East,Speaker,2783,10,April,2023
Midwest,Mouse,3312,85,October,2023
North,Phone,28243,56,August,2024
Northeast,Webcam,2788,25,July,2023
South,Mouse,2706,69,April,2024
Southwest,Tablet,7552,24,April,2022
Central,Speaker,10579,51,January,2022
East,Laptop,59374,73,May,2024
Southeast,Headphones,2259,13,October,2024
North,Mouse,906,22,September,2023
Central,Monitor,21226,82,February,2022
East,Laptop,72038,90,February,2023
North,Keyboard,5170,57,September,2023
South,Mouse,3308,99,March,2023
South,Keyboard,7188,81,November,2024
South,Keyboard,7512,83,June,2023
North,Speaker,2771,13,July,2022
North,Speaker,4966,23,June,2022
Northeast,Webcam,5074,47,September,2024
East,Headphones,4228,22,November,2022
East,Keyboard,5583,66,December,2023
Midwest,Headphones,11744,76,April,2024
Southeast,Phone,11038,22,September,2022
North,Speaker,14271,68,October,2022
Midwest,Keyboard,1092,11,February,2022
East,Webcam,3915,38,March,2024
East,Mouse,3344,83,April,2023
Midwest,Laptop,62375,77,June,2023
Midwest,Laptop,30137,37,January,2022
Northwest,Laptop,81620,102,October,2024
Southeast,Tablet,26760,88,February,2022
Northeast,Speaker,8515,40,October,2022
North,Mouse,2245,44,September,2022
Southwest,Laptop,50258,62,July,2024
Northwest,Keyboard,4631,53,August,2024
Northwest,Speaker,18787,89,December,2023
West,Phone,11730,22,July,2024
North,Laptop,83220,104,March,2024
South,Tablet,18740,62,July,2024
Southeast,Printer,23686,76,May,2023
Central,Speaker,8556,42,September,2023
Northwest,Monitor,24816,99,December,2023
Southwest,Phone,5605,11,August,2024
Central,Headphones,15947,102,July,2022
Northeast,Monitor,20689,79,August,2022
Northwest,Webcam,3813,40,February,2022
Northeast,Tablet,19544,64,February,2022
Midwest,Phone,52326,104,August,2023
North,Keyboard,7381,85,December,2023
Central,Phone,18548,37,August,2022
Central,Printer,19247,61,March,2023
West,Headphones,12547,83,December,2024
North,Phone,53999,107,September,2023
East,Headphones,11363,72,June,2024
South,Mouse,2581,82,October,2024
South,Tablet,31682,103,May,2023
North,Monitor,21073,83,April,2024
East,Keyboard,3598,42,October,2022
Southwest,Laptop,16231,20,May,2024
Central,Printer,14830,47,October,2023
East,Keyboard,1942,21,November,2022
Central,Webcam,2790,29,February,2024
West,Monitor,4393,15,July,2023
Southeast,Headphones,7791,48,February,2024
West,Monitor,10916,40,August,2022
Central,Mouse,3751,104,September,2023
Northwest,Mouse,3661,95,June,2022
Southwest,Tablet,15990,53,January,2022
Midwest,Laptop,58831,73,September,2024
East,Keyboard,2021,16,September,2022
South,Speaker,10606,50,April,2023
Midwest,Mouse,2636,74,January,2022
Northwest,Printer,30924,101,January,2022
Southeast,Phone,6075,12,March,2023
North,Headphones,2125,12,November,2022
Southeast,Speaker,10864,53,January,2022
West,Webcam,4528,43,September,2023
Northwest,Headphones,4154,26,August,2023
Northeast,Phone,18588,37,October,2024
Central,Speaker,2865,10,September,2022
Southeast,Mouse,3517,101,October,2022
South,Keyboard,7434,81,July,2022
Southeast,Laptop,12146,14,February,2022
Northeast,Headphones,4288,23,February,2022
Northeast,Laptop,52666,65,May,2023
North,Monitor,13330,50,October,2024
Southwest,Speaker,19957,96,February,2022
Northeast,Printer,8712,28,October,2022
West,Monitor,19918,76,February,2022
East,Mouse,3024,99,December,2024
Northeast,Printer,16336,52,January,2024
Southeast,Laptop,48636,60,October,2024
South,Printer,12486,41,August,2024
Southwest,Laptop,61437,76,January,2022
West,Printer,7823,23,January,2023
Central,Webcam,5496,52,March,2024
Southeast,Headphones,7446,45,March,2024
Central,Laptop,60593,75,September,2022
North,Printer,13170,41,October,2022
Northeast,Laptop,78897,98,May,2024
Southeast,Monitor,13677,54,January,2022
Northeast,Headphones,11941,77,February,2022
Southeast,Phone,31043,61,May,2024
South,Tablet,19933,65,October,2024
Northwest,Tablet,29455,97,August,2022
Southwest,Speaker,12097,59,November,2023
Midwest,Laptop,62655,78,September,2024
Northwest,Speaker,20539,99,February,2024
North,Keyboard,5446,60,January,2024
Northwest,Speaker,7848,36,June,2024
Southwest,Headphones,11245,72,March,2022
Northwest,Speaker,2799,12,July,2023
Southeast,Tablet,25537,84,June,2022
West,Monitor,20856,83,June,2024
North,Phone,49043,97,April,2024
East,Speaker,10955,54,May,2022
Midwest,Printer,7876,26,November,2024
Southwest,Keyboard,2792,24,November,2024
Southeast,Monitor,8530,32,July,2023
North,Tablet,26253,87,February,2022
North,Tablet,21884,72,September,2022
South,Printer,28518,94,June,2022
Midwest,Keyboard,2112,17,February,2023
Midwest,Phone,33733,67,June,2023
Northeast,Phone,55168,109,May,2022
East,Headphones,14573,95,June,2022
Central,Monitor,11266,42,August,2023
Northeast,Tablet,32591,108,November,2023
Midwest,Laptop,68824,85,August,2024
West,Tablet,31086,102,January,2024
East,Laptop,86424,107,April,2024
Midwest,Keyboard,1412,17,July,2023
East,Tablet,24879,80,October,2022
Southeast,Mouse,2152,58,July,2022
Central,Phone,33898,66,November,2023
Northwest,Monitor,24401,96,June,2022
Northwest,Headphones,6920,41,October,2024
Northeast,Webcam,6864,69,February,2023
Midwest,Speaker,9373,43,January,2023
Midwest,Headphones,4917,29,April,2024
Southeast,Printer,7263,24,April,2022
Northwest,Keyboard,4947,51,December,2023
East,Keyboard,5681,69,May,2023
Midwest,Printer,17891,59,April,2024
Northeast,Webcam,4921,50,October,2023
Midwest,Speaker,9085,43,September,2023
North,Keyboard,8820,104,May,2022
Northeast,Printer,4121,12,September,2023
East,Phone,12996,24,October,2024
East,Tablet,16789,54,January,2023
Northwest,Laptop,41076,51,August,2022
South,Keyboard,1953,24,July,2024
North,Monitor,25048,97,August,2022
Southwest,Printer,13151,43,December,2022
South,Speaker,10940,54,July,2022
North,Headphones,15959,106,July,2023
Northeast,Speaker,13699,65,May,2022
West,Mouse,2865,67,February,2023
North,Headphones,13453,88,September,2022
East,Headphones,13610,88,August,2023
Midwest,Keyboard,5225,64,December,2024
East,Keyboard,7213,88,November,2022
Midwest,Keyboard,3999,44,August,2024
Northeast,Tablet,31328,103,May,2023
Midwest,Laptop,67335,84,November,2023
South,Mouse,1618,31,April,2022
Northwest,Phone,33587,66,September,2022
Midwest,Monitor,21196,81,November,2022
Central,Mouse,2018,41,June,2022
Southwest,Speaker,11785,56,April,2024
Southeast,Phone,21118,42,July,2024
Northeast,Phone,18773,36,May,2022
Northwest,Monitor,25445,100,January,2024
Northwest,Headphones,7268,45,October,2022
Midwest,Laptop,42594,53,June,2024
Central,Headphones,10112,64,June,2024
Southeast,Monitor,25152,97,June,2023
South,Headphones,10122,66,January,2022
Central,Phone,26898,52,May,2022
North,Headphones,6007,40,September,2022
Northwest,Monitor,6738,24,July,2022
Southeast,Mouse,4148,108,February,2022
Central,Mouse,3188,84,July,2023
Southeast,Printer,33193,109,October,2024
South,Keyboard,1596,13,December,2023
West,Headphones,14090,91,February,2023
South,Speaker,11504,55,May,2022
Northeast,Keyboard,3937,48,September,2024
Southwest,Laptop,14349,17,April,2023
Southwest,Keyboard,4845,51,April,2023
South,Laptop,66752,83,June,2023
East,Webcam,3346,33,December,2024
Central,Webcam,2966,26,August,2023
Central,Monitor,8241,31,October,2023
North,Phone,6173,12,August,2022
Southwest,Laptop,42928,53,April,2022
East,Webcam,9028,98,June,2023
Northeast,Printer,23346,75,March,2023
East,Headphones,11757,75,September,2022
Northwest,Speaker,7262,36,December,2024
North,Tablet,15681,49,May,2024
Southeast,Headphones,11208,74,November,2023
Midwest,Speaker,19824,98,December,2022
Southeast,Mouse,2955,92,August,2023
Central,Phone,10445,19,March,2024
North,Laptop,23157,28,January,2023
Northwest,Keyboard,6982,75,May,2023
Northwest,Mouse,3017,77,September,2022
East,Monitor,18642,73,May,2022
Southwest,Keyboard,4667,52,December,2023
Northeast,Tablet,23754,76,November,2022
North,Laptop,53780,67,April,2024
Central,Laptop,12207,15,October,2024
Southeast,Tablet,9450,29,November,2024
Southwest,Monitor,4571,16,October,2022
Northwest,Phone,22541,44,September,2022
South,Laptop,71653,89,November,2023
West,Mouse,2273,61,September,2023
North,Mouse,3226,80,January,2023
Southeast,Mouse,3991,108,October,2024
West,Tablet,32042,104,January,2022
Southwest,Headphones,11182,72,February,2024
East,Tablet,15365,49,October,2023
South,Webcam,6833,73,September,2022
Northeast,Laptop,24003,29,July,2022
Midwest,Monitor,23116,90,November,2022
East,Speaker,11179,54,November,2023
West,Monitor,4785,19,January,2024
East,Printer,28866,95,March,2022
Central,Speaker,17250,85,November,2023
Southwest,Webcam,9344,101,July,2022
East,Laptop,35249,43,December,2022
Northeast,Phone,27267,53,September,2023
Central,Printer,19102,63,July,2022
East,Phone,35175,69,April,2022
Southwest,Laptop,59591,74,October,2023
Southeast,Headphones,12877,85,September,2022
Northwest,Laptop,20979,26,May,2024
East,Keyboard,2301,21,December,2022
Central,Speaker,11756,57,June,2023
Southwest,Headphones,12574,81,June,2022
South,Mouse,1524,30,September,2023
Midwest,Speaker,18880,93,April,2023
East,Tablet,11768,37,August,2024
Central,Mouse,1341,29,May,2022
East,Monitor,17939,70,October,2023
Northeast,Tablet,27315,89,August,2024
Southwest,Phone,50373,100,July,2024
Midwest,Headphones,12052,78,August,2023
Midwest,Keyboard,3355,34,June,2022
Northwest,Printer,15088,47,May,2023
Northwest,Speaker,4253,18,January,2024
Midwest,Webcam,4040,38,May,2023
West,Webcam,3608,38,January,2022
East,Printer,23407,76,April,2023
Southwest,Laptop,64228,80,July,2022
South,Keyboard,2693,29,December,2022
South,Phone,24216,48,March,2023
Northeast,Keyboard,8197,95,July,2022
North,Speaker,14986,72,October,2023
Central,Laptop,12587,15,September,2023
South,Laptop,79787,99,September,2024
Northwest,Speaker,4751,21,April,2024
South,Mouse,2245,56,May,2022
Southeast,Keyboard,1989,17,July,2023
Central,Laptop,56829,70,August,2023
Midwest,Phone,51815,102,February,2023
West,Tablet,23972,79,April,2024
Northwest,Phone,24604,49,April,2022
Southeast,Printer,28036,92,July,2023
Northwest,Laptop,62305,77,December,2023
Central,Phone,13541,26,March,2022
Central,Mouse,2234,57,September,2022
West,Speaker,7462,33,May,2023
East,Tablet,27991,91,July,2024
North,Keyboard,3070,29,May,2022
North,Laptop,9230,11,September,2024
Northwest,Webcam,2479,18,April,2022
Southeast,Tablet,29104,95,November,2023
Southeast,Headphones,11025,67,June,2022
Southwest,Keyboard,7174,84,September,2024
Northeast,Printer,30535,99,October,2022
West,Phone,8120,16,March,2022
Midwest,Monitor,22066,86,July,2024
Northwest,Keyboard,3223,35,June,2022
West,Keyboard,6113,66,March,2022
Central,Headphones,5029,28,June,2022
Northwest,Phone,35112,69,April,2024
West,Monitor,19859,76,November,2024
South,Tablet,13656,43,June,2022
Northeast,Keyboard,7985,99,January,2023
Southeast,Keyboard,7903,93,November,2024
Central,Headphones,10984,73,April,2023
Midwest,Speaker,14405,72,November,2022
Central,Keyboard,4090,39,July,2023
East,Mouse,2727,90,January,2022
South,Webcam,5607,56,December,2022
Northeast,Headphones,6275,39,February,2022
Northwest,Laptop,65691,82,April,2023
Southeast,Webcam,8211,85,January,2024
Southwest,Tablet,28532,92,October,2022
Midwest,Tablet,11211,37,November,2022
North,Phone,11201,22,November,2022
Northwest,Webcam,7385,80,November,2024
Midwest,Webcam,3987,35,August,2022
Northeast,Mouse,2002,38,May,2024
East,Tablet,18767,62,June,2023
Central,Printer,13501,42,January,2024
West,Laptop,43172,53,February,2022
West,Speaker,16761,81,October,2023
West,Keyboard,6418,74,June,2023
Northwest,Monitor,6804,24,May,2024
Midwest,Headphones,2686,12,April,2024
Midwest,Printer,4143,11,July,2023
South,Laptop,70295,87,June,2023
Southeast,Phone,17588,35,November,2023
South,Keyboard,5675,68,May,2022
Northeast,Headphones,16624,108,March,2022
North,Tablet,19674,64,July,2022
West,Webcam,9925,103,May,2024
North,Speaker,8227,40,October,2022
West,Tablet,17126,57,December,2024
Midwest,Tablet,18053,57,April,2023
Central,Laptop,70632,88,May,2023
Northwest,Speaker,8406,41,September,2022
Northwest,Mouse,1373,13,May,2024
Northwest,Mouse,3259,87,April,2024
Central,Laptop,63610,79,January,2024
South,Mouse,2897,80,December,2022
South,Headphones,13401,86,April,2022
Northwest,Webcam,5625,57,May,2024
Midwest,Printer,11616,36,June,2024
Central,Printer,9235,30,December,2023
West,Keyboard,6756,72,July,2024
Central,Monitor,8989,33,May,2024
Northwest,Tablet,5588,18,February,2023
Central,Mouse,3069,84,February,2024
North,Keyboard,3603,38,August,2024
Northeast,Mouse,2334,71,May,2023
Southwest,Monitor,21673,84,July,2022
Northeast,Headphones,10670,66,July,2024
Midwest,Monitor,20112,77,February,2022
Southeast,Mouse,3512,100,February,2024
West,Mouse,932,16,November,2024
Midwest,Webcam,2306,22,May,2023
West,Printer,25380,83,August,2022
Midwest,Mouse,709,21,August,2024
Southwest,Mouse,3150,84,December,2022
Central,Phone,5181,10,March,2024
Northwest,Mouse,3854,104,April,2023
Northwest,Laptop,45738,57,September,2024
East,Speaker,4848,24,July,2024
Southeast,Speaker,21230,102,March,2023
Midwest,Headphones,7478,49,March,2024
Southwest,Webcam,5181,52,September,2022
East,Monitor,18904,74,April,2023
Northeast,Laptop,21824,27,January,2024
East,Speaker,14931,73,February,2023
Northeast,Speaker,7467,35,June,2022
West,Mouse,3485,107,April,2022
Northeast,Speaker,17964,87,February,2022
East,Mouse,2623,86,October,2024
Southeast,Mouse,1619,34,October,2023
Southeast,Headphones,6777,45,March,2023
North,Keyboard,8437,99,January,2024
Southeast,Speaker,18742,92,July,2024
Midwest,Monitor,4386,15,April,2022
East,Keyboard,4168,51,June,2023
North,Mouse,2080,42,March,2022
West,Webcam,6656,71,February,2022
Midwest,Monitor,6437,24,March,2022
East,Laptop,63396,78,February,2022
Midwest,Monitor,10848,42,June,2024
South,Keyboard,6438,77,February,2023
West,Tablet,12838,41,April,2023
Northeast,Webcam,4844,47,February,2023
South,Keyboard,4139,41,September,2024
North,Tablet,20444,65,July,2023
Southeast,Monitor,24660,98,March,2024
Northwest,Mouse,2906,94,February,2024
Northeast,Speaker,6794,29,April,2022
Northwest,Webcam,4035,44,April,2024
East,Webcam,4987,46,March,2022
Southwest,Keyboard,5070,56,August,2022
Southwest,Keyboard,6673,72,October,2022
Central,Keyboard,8503,100,January,2024
East,Printer,22528,72,December,2023
Midwest,Webcam,5280,57,March,2022
Central,Mouse,2822,69,July,2022
